date,views,likes,comments,days_old,daily_views,daily_likes,daily_comments,daily_likes_to_views_ratio,daily_comments_to_views_ratio,trend_to_daily_views_ratio,trend_to_daily_likes_ratio,diff_daily_views,diff_daily_likes,diff_daily_comments,trend
2024-05-02,0.07199031042907986,0.011447978868022929,0.10771456573482055,1.0,0.06408173421742122,0.010285083178021676,0.09595959595959597,0.0,0.0,0.0,0.0,0.5021581358412318,0.5003799392097265,0.5012658227848101,44
2024-05-03,0.0037578438795174145,0.0018751881419595397,0.0020534839221542913,0.9655172413793104,0.0027444781100425947,0.0017256850969835026,0.0,0.0,0.0,0.0,0.16666666666666666,0.4713449561387384,0.49609698811826475,0.45316455696202534,32
2024-05-04,0.010096891872087137,0.0016276343336254127,0.006347132123022355,0.9310344827586207,0.008987250984352815,0.0015186028853454822,0.005050505050505051,0.0,0.0,0.0,0.16666666666666666,0.5052942344316419,0.5002763194252556,0.5037974683544304,25
2024-05-05,1.0,1.0,1.0,0.896551724137931,1.0000000000000002,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,35
2024-05-06,0.0011040054528551953,0.0,0.0,0.8620689655172414,0.0003952048478461336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2024-05-07,0.0028750819139227407,0.0008657992057400102,0.000124453571039654,0.8275862068965517,0.002356591870489908,0.0008973562504314213,0.0,0.0,0.0,0.0,0.5,0.5031434516937874,0.5008289582757668,0.5012658227848101,39
2024-05-08,0.0008851093766000908,0.0007371223552806188,0.004293648200868063,0.7931034482758621,0.00024883268197719514,0.0008283288465520812,0.0,0.0,0.0,0.0,0.5,0.5010992889549034,0.5003453992815695,0.5012658227848101,41
2024-05-09,0.004519251467509947,0.0031547132476865327,0.021421570915200448,0.7586206896551725,0.004566811575110877,0.0036584524056050252,0.020202020202020204,0.0,0.0,0.0,0.0,0.5043273013375296,0.5017960762641613,0.5113924050632912,47
2024-05-10,0.009304505230201003,0.0050823095108596655,0.007965028546537856,0.7241379310344828,0.010688827412579224,0.0062124663491406095,0.005050505050505051,0.0,0.0,0.0,0.0,0.5052335713287793,0.5016579165515336,0.4936708860759494,32
2024-05-11,0.03831367500758225,0.0201954482055438,0.13963690670649181,0.6896551724137931,0.04856262533116703,0.02595430385863188,0.1767676767676768,0.0,0.0,0.0,0.0,0.5211842908299448,0.510258358662614,0.5873417721518988,30
