date,views,likes,comments,days_old,daily_views,daily_likes,daily_comments,daily_likes_to_views_ratio,daily_comments_to_views_ratio,trend_to_daily_views_ratio,trend_to_daily_likes_ratio,diff_daily_views,diff_daily_likes,diff_daily_comments,trend
2024-05-03,0.0033977297772594677,0.00837350893759549,0.011915700430248668,0.9999999999999999,0.0011173627355923284,0.0015318627450980392,0.0035026269702276708,0.0,0.0,0.0,0.0,0.5392973885556235,0.6061745272271588,0.4646118721461187,0
2024-05-04,0.0,0.00366672221339008,0.001939765186319551,0.9642857142857143,0.0,0.00030637254901960784,0.0,0.0,0.0,0.0,0.0,0.5381838428104458,0.6050353155616314,0.46232876712328763,0
2024-05-05,0.054237561674980395,0.012135362895682615,0.0732297819587253,0.9285714285714285,0.020026023738551536,0.002879901960784313,0.02626970227670753,0.0,0.0,0.0,0.0,0.5592550019756457,0.6085668717247664,0.4817351598173516,0
2024-05-06,0.012219119082353243,0.0024306480004137273,0.05438634872019252,0.8928571428571428,0.004775824595676888,0.0,0.01926444833625219,0.0,0.0,0.0,0.0,0.5240992851754733,0.6034973798131693,0.4600456621004566,0
2024-05-07,0.08378489726207149,0.02294845838688484,0.28505797418507983,0.8571428571428571,0.03349204690039973,0.006617647058823529,0.11383537653239931,0.0,0.0,0.0,0.0,0.5679155142066885,0.612326270221007,0.526255707762557,0
2024-05-08,0.005884993122577932,0.008634003916363235,0.10899146795012032,0.8214285714285714,0.002660044189893995,0.0022058823529411764,0.043782837127845885,0.0,0.0,0.0,0.0,0.5085707101548188,0.60207336523126,0.4189497716894977,0
2024-05-09,0.0358500536561533,0.009149886129217001,0.16149639028658935,0.7857142857142857,0.015790858531064485,0.002512254901960784,0.07005253940455342,0.0,0.0,0.0,0.0,0.5523833471029851,0.6064593301435407,0.4817351598173516,0
2024-05-10,0.05230718439192119,0.027564582642989714,0.4102384598556114,0.75,0.024008881231549997,0.009375000000000001,0.18563922942206657,0.0,0.0,0.0,0.0,0.5474873379072525,0.6125541125541125,0.5399543378995434,0
2024-05-11,0.02763634663656824,0.0033998425537701857,0.024371034784511046,0.7142857142857143,0.01353090228843097,0.0006740196078431372,0.010507880910683012,0.0,0.0,0.0,0.0,0.5288552031322965,0.5980861244019139,0.3504566210045662,0
2024-05-12,0.010941180329068927,0.016783410556048237,0.09043972872456793,0.6785714285714285,0.005972484041537059,0.006127450980392157,0.043782837127845885,0.0,0.0,0.0,0.0,0.5317647904019541,0.611244019138756,0.4863013698630137,0
2024-05-13,0.0667790948354616,0.021017730897194505,0.18751549624443958,0.6428571428571428,0.03558620093065503,0.008272058823529412,0.09807355516637478,0.0,0.0,0.0,0.0,0.5688099428858796,0.6081681476418318,0.5,0
2024-05-14,0.09575637720610987,0.04182668273052369,0.132326988988551,0.6071428571428571,0.05365143328803809,0.018075980392156864,0.07355516637478109,0.0,0.0,0.0,0.0,0.5573009087970114,0.6152882205513784,0.4486301369863014,0
2024-05-15,0.03579303625455105,0.013379098725681549,0.06622912564719609,0.5714285714285714,0.021802990927735466,0.005821078431372548,0.03852889667250438,0.0,0.0,0.0,0.0,0.5075577427350121,0.5947824105718843,0.4417808219178082,0
2024-05-16,0.2304967115636424,0.05170250707263021,0.5706847516954715,0.5357142857142857,0.1442803643323397,0.02542892156862745,0.3555166374781086,0.0,0.0,0.0,0.0,0.6613563705592874,0.6244019138755981,0.6712328767123288,0
2024-05-17,0.03547219257095873,0.030428750473264463,0.03192590972070298,0.5,0.024675694476984127,0.015870098039215685,0.021015761821366025,0.0,0.0,0.0,0.0,0.4201012967419807,0.5972886762360446,0.2465753424657534,0
2024-05-18,0.06968492872432201,0.020701050726927833,0.07054619703930576,0.4642857142857143,0.050840004469450945,0.011519607843137256,0.04903677758318739,0.0,0.0,0.0,0.0,0.5653723194080248,0.6021303258145363,0.4828767123287671,0
2024-05-19,0.668671426290905,0.18538048547836264,0.6564865456136513,0.42857142857142855,0.5131218033513674,0.11378676470588235,0.5043782837127846,0.0,0.0,0.0,0.0,1.0,0.7012417407154249,0.7614155251141552,46
2024-05-20,0.9999999999999999,0.17946380173267468,0.7260118136075258,0.39285714285714285,0.8306042048882818,0.11942401960784314,0.6042031523642732,0.0,0.0,0.0,0.0,0.8556952476741263,0.6114149008885851,0.5296803652968036,100
2024-05-21,0.8210938293219116,0.3416589571645377,0.19679136585721577,0.35714285714285715,0.7444735599537196,0.24834558823529412,0.1786339754816112,0.0,0.0,0.0,0.0,0.4534609720176731,0.7260195944406471,0.1872146118721461,18
2024-05-22,0.6808269141946693,0.8401850535898187,0.9999999999999999,0.3214285714285714,0.6795475762239628,0.6719975490196077,1.0,0.0,0.0,0.0,0.0,0.47459319659470534,1.0,1.0,8
2024-05-23,0.8256998870946728,0.972603972931507,0.2593743163421571,0.2857142857142857,0.9153003002461803,0.8644607843137254,0.28721541155866903,0.0,0.0,0.0,0.0,0.7742447645389562,0.7850877192982456,0.0,4
2024-05-24,0.801666599320901,1.0,0.15152045504266023,0.25,1.0,1.0,0.18914185639229422,0.0,0.0,0.0,0.0,0.6237077481231367,0.7321713374344954,0.4006849315068493,3
2024-05-25,0.3201275836840598,0.3040276482219621,0.1471450448479545,0.2142857142857143,0.4588540183607928,0.34791666666666665,0.21015761821366025,0.0,0.0,0.0,0.0,0.0,0.0,0.478310502283105,2
2024-05-26,0.13854884310544552,0.1273686367876372,0.05329249617151608,0.17857142857142855,0.2345560645763573,0.17058823529411765,0.08756567425569177,0.0,0.0,0.0,0.0,0.31576565250188593,0.4413305992253361,0.384703196347032,1
2024-05-27,0.1977564618866152,0.04592947864611566,0.025771166046816885,0.14285714285714285,0.39951124391307635,0.07469362745098039,0.050788091068301226,0.0,0.0,0.0,0.0,0.703689069291282,0.5170312143996355,0.4406392694063927,1
2024-05-28,0.30643978331212995,0.11650957159429948,0.07118792386786262,0.10714285714285714,0.7699602435129885,0.23480392156862745,0.17688266199649738,0.0,0.0,0.0,0.0,0.9084809080785949,0.7550125313283208,0.5468036529680365,1
2024-05-29,0.09552709960390422,0.0161883583006278,0.009348793116021294,0.07142857142857142,0.32781980903910407,0.046017156862745094,0.0297723292469352,0.0,0.0,0.0,0.0,0.09866733718883586,0.4306789701526544,0.3687214611872146,1
2024-05-30,0.07753206941941125,0.006067362213798699,0.0033398964486253914,0.03571428571428571,0.4029065848709085,0.029166666666666667,0.01576182136602452,0.0,0.0,0.0,0.0,0.6141276626315602,0.5905103668261563,0.4554794520547945,1
2024-05-31,0.02358943991818486,0.0,0.0,0.0,0.27063967214414697,0.010968137254901962,0.0,0.0,0.0,0.0,0.0,0.4074823089909839,0.5892572339940761,0.454337899543379,1
