date,views,likes,comments,days_old,daily_views,daily_likes,daily_comments,daily_likes_to_views_ratio,daily_comments_to_views_ratio,trend_to_daily_views_ratio,trend_to_daily_likes_ratio,diff_daily_views,diff_daily_likes,diff_daily_comments,trend
2024-05-03,0.3019934214674044,0.05786169923244911,0.38639383470635136,1.0000000000000002,0.07172641656521292,0.009128108278249919,0.08201892744479494,0.0,0.0,0.0,0.0,0.5751337664099356,0.5156259669534006,0.40277777777777773,0
2024-05-04,0.42487707321189105,0.35966032166776923,0.11793191011899487,0.9615384615384617,0.10752991365097478,0.09862553771902215,0.0,0.0,0.0,0.0,0.0,0.607668771760592,0.5684138869979578,0.31249999999999994,1
2024-05-05,0.784525959005917,0.40586825737846743,0.6393834706351316,0.9230769230769231,0.20981519384576597,0.11730143741475185,0.1798107255520505,0.0,0.0,0.0,0.0,0.6680814505554132,0.5266415000928275,0.6006944444444444,0
2024-05-06,0.0,0.01749502718178942,0.12997903563941302,0.8846153846153846,0.0,0.0,0.009463722397476337,0.0,0.0,0.0,0.0,0.38447254585738616,0.4464385172349774,0.21527777777777773,0
2024-05-07,1.0,0.741891374621922,0.7684766882215727,0.8461538461538463,0.2930459676697042,0.23953415171545483,0.25236593059936907,0.0,0.0,0.0,0.0,0.8414276455604623,0.6569094622191967,0.6701388888888888,0
2024-05-08,0.5081629249425679,0.17683651320811491,0.9999999999999999,0.8076923076923077,0.15766078069072584,0.056657223796033995,0.35646687697160884,0.0,0.0,0.0,0.0,0.45210785717515484,0.40776038121170866,0.517361111111111,0
2024-05-09,0.26152116202097503,0.08418278730056175,0.1344671804411374,0.7692307692307694,0.08796122752951557,0.02696464169551988,0.025236593059936904,0.0,0.0,0.0,0.0,0.511797066935958,0.4981125069620645,0.03819444444444442,0
2024-05-10,0.3469563660662496,0.07112402286058186,0.16328579443115718,0.7307692307692308,0.1222885311377305,0.024341622075333125,0.04416403785488959,0.0,0.0,0.0,0.0,0.6063273395933501,0.5140788415124699,0.42361111111111105,0
2024-05-11,0.5838041991433719,0.2419865164163847,0.26636548852865616,0.6923076923076923,0.21302632932051974,0.09421886475710839,0.0946372239747634,0.0,0.0,0.0,0.0,0.6575881351078421,0.5568413886997958,0.45833333333333326,0
2024-05-12,0.6462046240602632,0.9999999999999999,0.31499689963681454,0.653846153846154,0.2490653539049464,0.4155912286223901,0.12618296529968454,0.0,0.0,0.0,0.0,0.607882798016489,0.7051797759762362,0.43749999999999994,0
2024-05-13,0.742796661656212,0.11321652281079836,0.49942421826556826,0.6153846153846154,0.3024007218420241,0.05057181827720071,0.23028391167192427,0.0,0.0,0.0,0.0,0.6236001627805327,0.3003279905934773,0.517361111111111,1
2024-05-14,0.35658968010672537,0.11876572328783488,0.11604216493932143,0.5769230769230769,0.163263681327977,0.057391669289686295,0.047318611987381715,0.0,0.0,0.0,0.0,0.44869850935234445,0.5196484930998205,0.20138888888888887,0
2024-05-15,0.5583187056815332,0.1528176353060136,0.7209968405822778,0.5384615384615385,0.2638903171659739,0.07911027174483265,0.3943217665615142,0.0,0.0,0.0,0.0,0.6665742234012088,0.5284361656043072,0.7847222222222221,0
