date,views,likes,comments,trend,days_old,daily_views,daily_likes,daily_comments,daily_likes_to_views_ratio,daily_comments_to_views_ratio,trend_to_daily_views_ratio,trend_to_daily_likes_ratio,diff_daily_views,diff_daily_likes,diff_daily_comments
2024-05-02 00:00:00+00:00,532022.0,4478.0,577.0,44,30,17734.0,149.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-03 00:00:00+00:00,28192.0,733.5,11.0,32,29,972.0,25.0,0.0,0.0,0.0,0.0,1.0,-16762.0,-124.0,-19.0
2024-05-04 00:00:00+00:00,74999.66666666667,636.6666666666666,34.0,25,28,2678.0,22.0,1.0,0.0,0.0,0.0,1.0,1706.0,-3.0,1.0
2024-05-05 00:00:00+00:00,7384465.5,391160.75,5356.75,35,27,273498.0,14487.0,198.0,0.0,0.0,0.0,0.0,270820.0,14465.0,197.0
2024-05-06 00:00:00+00:00,8596.0,0.0,0.0,45,26,330.0,0.0,0.0,0.0,0.0,0.0,0.0,-273168.0,-14487.0,-198.0
2024-05-07 00:00:00+00:00,21673.666666666668,338.6666666666667,0.6666666666666666,39,25,866.0,13.0,0.0,0.0,0.0,0.0,3.0,536.0,13.0,0.0
2024-05-08 00:00:00+00:00,6979.666666666667,288.3333333333333,23.0,41,24,290.0,12.0,0.0,0.0,0.0,0.0,3.0,-576.0,-1.0,0.0
2024-05-09 00:00:00+00:00,33814.25,1234.0,114.75,47,23,1470.0,53.0,4.0,0.0,0.0,0.0,0.0,1180.0,41.0,4.0
2024-05-10 00:00:00+00:00,69148.66666666667,1988.0,42.666666666666664,32,22,3143.0,90.0,1.0,0.0,0.0,0.0,0.0,1673.0,37.0,-3.0
2024-05-11 00:00:00+00:00,283353.0,7899.666666666667,748.0,30,21,13493.0,376.0,35.0,0.0,0.0,0.0,0.0,10350.0,286.0,34.0
2024-05-12 00:00:00+00:00,23205.5,399.0,6.0,38,20,1160.0,19.0,0.0,0.0,0.0,0.0,2.0,-12333.0,-357.0,-35.0
2024-05-13 00:00:00+00:00,264279.6666666667,11189.0,911.3333333333334,36,19,13909.0,588.0,47.0,0.0,0.0,0.0,0.0,12749.0,569.0,47.0
2024-05-14 00:00:00+00:00,12890.0,372.0,22.666666666666668,43,18,716.0,20.0,1.0,0.0,0.0,0.0,2.0,-13193.0,-568.0,-46.0
2024-05-15 00:00:00+00:00,259613.8,2383.2,106.6,39,17,15271.0,140.0,6.0,0.0,0.0,0.0,0.0,14555.0,120.0,5.0
2024-05-16 00:00:00+00:00,617556.0,8118.5,410.5,43,16,38597.0,507.0,25.0,0.0,0.0,0.0,0.0,23326.0,367.0,19.0
2024-05-17 00:00:00+00:00,96117.0,976.0,22.5,36,15,6407.0,65.0,1.0,0.0,0.0,0.0,0.0,-32190.0,-442.0,-24.0
2024-05-18 00:00:00+00:00,23837.666666666668,1793.0,112.66666666666667,35,14,1702.0,128.0,8.0,0.0,0.0,0.0,0.0,-4705.0,63.0,7.0
2024-05-19 00:00:00+00:00,174465.5,7513.5,420.75,26,13,13420.0,577.0,32.0,0.0,0.0,0.0,0.0,11718.0,449.0,24.0
2024-05-20 00:00:00+00:00,14350.5,1169.0,103.0,30,12,1195.0,97.0,8.0,0.0,0.0,0.0,0.0,-12225.0,-480.0,-24.0
2024-05-21 00:00:00+00:00,16148.666666666666,345.6666666666667,8.666666666666666,34,11,1468.0,31.0,0.0,0.0,0.0,0.0,1.0,273.0,-66.0,-8.0
2024-05-22 00:00:00+00:00,22095.5,788.25,41.0,31,10,2209.0,78.0,4.0,0.0,0.0,0.0,0.0,741.0,47.0,4.0
2024-05-23 00:00:00+00:00,40144.5,937.0,69.5,31,9,4460.0,104.0,7.0,0.0,0.0,0.0,0.0,2251.0,26.0,3.0
2024-05-24 00:00:00+00:00,354779.6666666667,10080.333333333334,536.0,31,8,44347.0,1260.0,67.0,0.0,0.0,0.0,0.0,39887.0,1156.0,60.0
2024-05-25 00:00:00+00:00,166783.75,3836.5,163.0,100,7,23826.0,548.0,23.0,0.0,0.0,0.0,0.0,-20521.0,-712.0,-44.0
2024-05-26 00:00:00+00:00,36904.0,1836.5,75.0,57,6,6150.0,306.0,12.0,0.0,0.0,0.0,0.0,-17676.0,-242.0,-11.0
2024-05-27 00:00:00+00:00,27703.0,448.0,8.333333333333334,32,5,5540.0,89.0,1.0,0.0,0.0,0.0,0.0,-610.0,-217.0,-11.0
2024-05-28 00:00:00+00:00,311812.3333333333,1568.3333333333333,29.0,36,4,77953.0,392.0,7.0,0.0,0.0,0.0,0.0,72413.0,303.0,6.0
2024-05-29 00:00:00+00:00,23906.4,1739.8,85.4,38,3,7968.0,579.0,28.0,0.0,0.0,0.0,0.0,-69985.0,187.0,21.0
2024-05-30 00:00:00+00:00,444.0,12.0,0.0,36,2,222.0,6.0,0.0,0.0,0.0,0.0,6.0,-7746.0,-573.0,-28.0
2024-05-31 00:00:00+00:00,29307.0,1468.0,2.2,27,1,29307.0,1468.0,2.0,0.0,0.0,0.0,0.0,29085.0,1462.0,2.0
