date,id,views,likes,comments
2024-05-14T05:07:29Z,-_VCAjVYqkI,13168,105,5
2024-05-14T08:00:14Z,MaY55S8_tD8,11386,910,35
2024-05-13T13:15:40Z,HGxisgzv-ME,758418,33212,2713
2024-05-13T10:00:22Z,UU7SY0sPTQM,20843,355,3
2024-05-13T08:14:03Z,ToY185Uyo4s,13578,0,18
2024-05-11T20:00:19Z,lq6zoScZP88,93508,2877,162
2024-05-12T12:00:24Z,WcOKCwwRD-Q,27492,522,12
2024-05-12T05:39:30Z,xzQD87KkOUU,18919,276,0
2024-05-11T15:00:41Z,kknPtZsfhVg,647475,16624,1700
2024-05-10T22:00:33Z,esFBBWEmtTg,162640,5074,39
2024-05-11T10:00:03Z,38s6jSan9gE,109076,4198,382
2024-05-09T19:30:02Z,J11pytnLjKQ,132381,4890,446
2024-05-10T11:17:41Z,zfZ3OknTnVI,34006,672,89
2024-05-10T05:28:40Z,aw_isEznosI,10800,218,0
2024-05-09T12:33:02Z,U_1oOYW7AzM,1182,33,3
2024-05-09T03:03:42Z,M53VxPXadvo,1044,13,1
2024-05-09T03:00:23Z,fs9hQWG6CiY,650,0,9
2024-05-08T14:59:10Z,aCKIHStJj5s,10273,301,23
2024-05-08T17:45:33Z,OlsuvLf5FT0,6090,450,45
2024-05-08T16:33:28Z,BDMkaOeZDQo,4576,114,1
2024-05-07T13:46:16Z,xfuf_Flvt-A,36884,794,0
2024-05-07T08:04:00Z,9_RZAiB69xA,14354,49,0
2024-05-07T03:06:51Z,-liBjLgrfzE,13783,173,2
2024-05-05T20:23:00Z,Aq_AnR7xfLM,45555,797,76
2024-05-06T08:30:00Z,aS1eLPN23-w,10565,0,0
2024-05-06T11:30:15Z,RcVCO7umgOs,6627,0,0
2024-05-05T17:30:05Z,xgvn8HLE69k,29466272,1563417,21307
2024-05-05T14:05:10Z,9E506j5x3nM,18908,405,43
2024-05-05T02:28:36Z,cA0qVNS1a4w,7127,24,1
2024-05-04T15:30:01Z,3wopJlRVKMM,216708,1882,81
2024-05-04T15:09:22Z,-KNKrQqtTTA,4172,28,4
2024-05-04T13:52:08Z,Yf93jPH4MMo,4119,0,17
2024-05-02T19:41:22Z,FetERiGAqSQ,532022,4478,577
2024-05-03T08:31:42Z,Qd0esgCnB1Q,47130,1269,18
2024-05-03T06:30:08Z,DQkW4oTD4UA,9254,198,4
