date,views,likes,comments,days_old,daily_views,daily_likes,daily_comments,daily_likes_to_views_ratio,daily_comments_to_views_ratio,trend_to_daily_views_ratio,trend_to_daily_likes_ratio,diff_daily_views,diff_daily_likes,diff_daily_comments,trend
2024-05-03,0.05810668824492681,0.13123852989687404,0.06005154639175258,0.9999999999999999,0.025046259582342058,0.057152753723588495,0.017421602787456445,0.0,0.0,0.0,0.0,0.5960258010819809,0.5137063462260608,0.6236323851203501,48
2024-05-04,0.09234024969452029,0.035117502104155235,0.12177835051546393,0.9642857142857143,0.04285619878403383,0.015240734326290268,0.03832752613240418,0.0,0.0,0.0,0.0,0.6072409488139826,0.49098760796094626,0.6367614879649891,44
2024-05-05,0.008019941511048944,0.0016475848229203695,0.0033505154639175264,0.9285714285714285,0.0019825535289452814,0.0,0.0,0.0,0.0,0.0,1.0,0.570287141073658,0.5054449868569283,0.5995623632385121,42
2024-05-06,1.0000000000000002,0.44133114846669175,0.9601804123711342,0.8928571428571428,0.5235593444356331,0.21891236577762382,0.3310104529616725,0.0,0.0,0.0,0.0,0.9244694132334582,0.6323695080736011,0.8315098468271335,46
2024-05-07,0.6903006172149825,0.24453232357708174,0.3186211340206186,0.8571428571428571,0.37546259582342056,0.1260824385174922,0.11498257839721254,0.0,0.0,0.0,0.0,0.5027673741156887,0.46338715734134434,0.487964989059081,59
2024-05-08,0.020214141337926293,0.011681412133872521,0.053865979381443295,0.8214285714285714,0.009846682527094898,0.00623484586075511,0.017421602787456445,0.0,0.0,0.0,0.5,0.365792759051186,0.44874202027788207,0.5623632385120351,41
2024-05-09,0.26035047905381975,0.03861325894779729,0.37854381443298973,0.7857142857142857,0.15315226011102298,0.021821960512642884,0.14634146341463414,0.0,0.0,0.0,0.0,0.686267166042447,0.5221554637626736,0.7045951859956237,56
2024-05-10,0.17901725406321511,0.02942600789482619,0.3032538659793815,0.75,0.1098334655035686,0.018011776931070315,0.12195121951219512,0.0,0.0,0.0,0.0,0.5687473990844778,0.5116410063837776,0.6083150984682714,67
2024-05-11,0.016267370507464768,0.01944132221362492,0.007023195876288659,0.7142857142857143,0.009450171821305841,0.012816072047107725,0.003484320557491289,0.0,0.0,0.0,0.5,0.5328131502288806,0.5108899737138566,0.5492341356673961,64
2024-05-12,0.0013508983982204702,0.003063757243922967,0.002190721649484536,0.6785714285714285,0.0,0.003463803255975061,0.0,0.0,0.0,0.0,1.0,0.5900749063670412,0.5086368757040931,0.6214442013129103,60
2024-05-13,0.022202843061526905,0.004640756816837533,0.0011597938144329895,0.6428571428571428,0.015265662172878667,0.0048493245583650845,0.0,0.0,0.0,0.0,0.5,0.6056387848522681,0.514457378895982,0.6236323851203501,63
2024-05-14,0.2527689064107457,0.14800029306281015,0.671778350515464,0.6071428571428571,0.19144858577848267,0.1084170419120194,0.3344947735191638,0.0,0.0,0.0,0.0,0.7069704535996671,0.5698460383026661,0.8336980306345734,63
2024-05-15,0.2677829192206611,0.1012800054323838,0.16649484536082476,0.5714285714285714,0.21507401533174728,0.0800138552130239,0.08710801393728224,0.0,0.0,0.0,0.0,0.6109030378693301,0.4983101764926774,0.4682713347921226,35
2024-05-16,0.020051304796310027,0.023055465710757728,0.0018041237113402063,0.5357142857142857,0.01731430081945546,0.02216834083824039,0.0,0.0,0.0,0.0,0.0,0.47149396587598835,0.48235073225685315,0.5689277899343546,45
2024-05-17,0.011830477809168148,0.02846997982512727,0.0,0.5,0.011333597673803859,0.028749567024593,0.0,0.0,0.0,0.0,0.0,0.5922596754057429,0.5172737514081862,0.6236323851203501,38
2024-05-18,0.36630628199193915,0.10597973220492238,0.5520618556701031,0.4642857142857143,0.35847872059212266,0.1028749567024593,0.3554006968641115,0.0,0.0,0.0,0.0,0.8146275488972119,0.5538865940668419,0.8468271334792122,35
2024-05-19,0.950046263312492,0.9999999999999999,0.11507731958762889,0.42857142857142855,1.0,1.0,0.08013937282229965,0.0,0.0,0.0,0.0,1.0,1.0,0.45076586433260396,34
2024-05-20,0.04518536683122832,0.041863307642684956,0.031958762886597936,0.39285714285714285,0.053495902722706844,0.05230342916522342,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.5886214442013129,35
2024-05-21,0.20449109630749604,0.038369784509486124,0.15167525773195878,0.35714285714285715,0.25674068199841393,0.05334257014201593,0.12195121951219512,0.0,0.0,0.0,0.0,0.7240116521015398,0.5142696207285017,0.6849015317286652,35
2024-05-22,0.2661261380218649,0.047740199818801406,0.4442654639175258,0.3214285714285714,0.3671689135606661,0.07170072739868376,0.40069686411149824,0.0,0.0,0.0,0.0,0.6655638784852268,0.523657529102516,0.7986870897155361,48
