date,views,likes,comments,days_old,daily_views,daily_likes,daily_comments,daily_likes_to_views_ratio,daily_comments_to_views_ratio,trend_to_daily_views_ratio,trend_to_daily_likes_ratio,diff_daily_views,diff_daily_likes,diff_daily_comments,trend
2024-05-03,0.16279852686917531,0.06695594125500667,0.058684581876188725,0.9999999999999999,0.014990455842950456,0.016058394160583942,0.01483679525222552,0.0,0.0,0.0,0.0,0.17929069318620441,0.4579158316633266,0.41519434628975266,0
2024-05-04,0.07602085998228869,0.07930574098798399,0.15967237253819253,0.9642857142857143,0.007057422552230181,0.020437956204379562,0.04451038575667656,0.0,0.0,0.0,0.0,0.17157664100992215,0.4609218436873747,0.43286219081272087,0
2024-05-05,0.5031117780183018,0.17308077436582112,0.12313638873550523,0.9285714285714285,0.0512349030115172,0.04671532846715328,0.032640949554896145,0.0,0.0,0.0,0.0,0.22224871148650185,0.4759519038076152,0.4081272084805654,0
2024-05-06,0.03817418928606571,0.13167556742323097,0.08347137861218479,0.8928571428571428,0.003817662819816822,0.0364963503649635,0.02373887240356083,0.0,0.0,0.0,0.0,0.1331823445269396,0.4509018036072144,0.4098939929328622,0
2024-05-07,0.36423792187346254,0.03504672897196262,0.10285907110865697,0.8571428571428571,0.04020804511146525,0.010218978102189781,0.029673590504451043,0.0,0.0,0.0,0.0,0.21467656608314603,0.439879759519038,0.4187279151943463,0
2024-05-08,0.0,0.006074766355140187,0.011687833609423891,0.8214285714285714,0.0,0.00145985401459854,0.0,0.0,0.0,0.0,0.0,0.14019253910950663,0.4519038076152304,0.39752650176678445,0
2024-05-09,0.038773527220590104,0.034646194926568764,0.04831584759801215,0.7857142857142857,0.0048100216567722644,0.010218978102189781,0.01483679525222552,0.0,0.0,0.0,0.0,0.1839679404218605,0.4639278557114228,0.42402826855123676,0
2024-05-10,0.009493470713090906,0.03724966622162884,0.01647340327627462,0.75,0.0014885382554331648,0.01167883211678832,0.002967359050445104,0.0,0.0,0.0,0.0,0.17606089503439823,0.45891783567134264,0.4081272084805654,0
2024-05-11,0.05780474691106395,0.01712283044058745,0.05383765875207068,0.7142857142857143,0.00807896841380196,0.00583941605839416,0.017804154302670627,0.0,0.0,0.0,0.0,0.18569920305156326,0.4539078156312625,0.42402826855123676,0
2024-05-12,0.09158326422175679,0.005056742323097464,0.04509479109147801,0.6785714285714285,0.013320958034896007,0.00145985401459854,0.01483679525222552,0.0,0.0,0.0,0.0,0.1843879844697228,0.4549098196392785,0.4134275618374558,0
2024-05-13,0.07092956241829607,0.0,0.07721332597091846,0.6428571428571428,0.011178630428056903,0.0,0.029673590504451043,0.0,0.0,0.0,0.0,0.177207501759644,0.4569138276553106,0.42402826855123676,0
2024-05-14,0.21489664890850566,0.22810413885180242,0.41404380636848886,0.6071428571428571,0.03411963177649744,0.09197080291970802,0.18397626112759646,0.0,0.0,0.0,0.0,0.20159843789024365,0.5210420841683366,0.5070671378091873,0
2024-05-15,0.053862048607694585,0.038918558077436584,0.10445426099760721,0.5714285714285714,0.010092873112329183,0.016058394160583942,0.04747774480712166,0.0,0.0,0.0,0.0,0.15592716209159233,0.40581162324649295,0.333922261484099,0
2024-05-16,0.13616515089751338,0.19435914552736985,0.15838394993557886,0.5357142857142857,0.025165052624205382,0.0875912408759124,0.0771513353115727,0.0,0.0,0.0,0.0,0.19394682469404903,0.5070140280561122,0.43286219081272087,0
2024-05-17,0.17143630255408276,0.12449933244325768,0.09549665623657894,0.5,0.03356507830878705,0.059854014598540145,0.050445103857566766,0.0,0.0,0.0,0.0,0.18745884703585136,0.438877755511022,0.3992932862190813,0
2024-05-18,0.2571205071618335,0.14126835781041389,0.12153506350082827,0.4642857142857143,0.05313205961157908,0.072992700729927,0.06824925816023739,0.0,0.0,0.0,0.0,0.19831755330018394,0.4669338677354709,0.4257950530035336,4
2024-05-19,0.10943267595338835,0.06008010680907878,0.05365359838026873,0.42857142857142855,0.02601731374300241,0.03357664233576642,0.032640949554896145,0.0,0.0,0.0,0.0,0.15292441477646848,0.4308617234468938,0.39399293286219084,5
2024-05-20,1.0,0.6494659546061415,0.6214184919320204,0.39285714285714285,0.2339164900851677,0.3941605839416058,0.41543026706231456,0.0,0.0,0.0,0.0,0.38145108189723687,0.7054108216432865,0.6431095406360424,6
2024-05-21,0.8244596997511984,0.45375500667556745,1.0,0.35714285714285715,0.21129070860258362,0.2992700729927007,0.7329376854599406,0.0,0.0,0.0,0.0,0.15728946711168634,0.3927855711422845,0.6042402826855124,7
2024-05-22,0.08101024725545045,0.11395193591455274,0.04353027793116142,0.3214285714285714,0.026910436696262308,0.08175182481751825,0.03560830860534125,0.0,0.0,0.0,0.0,0.0,0.30861723446893785,0.0,6
2024-05-23,0.42084311437848776,1.0,0.41036259893244986,0.2857142857142857,0.13479735448808877,0.8087591240875912,0.3679525222551929,0.0,0.0,0.0,0.0,0.28419953227527645,0.9569138276553105,0.6130742049469965,6
2024-05-24,0.09403508525322951,0.15620827770360482,0.10200012270691453,0.25,0.03894716564803951,0.1416058394160584,0.10385756676557863,0.0,0.0,0.0,0.0,0.08608632472810664,0.0,0.2579505300353357,6
2024-05-25,0.3445523678328952,0.17323097463284381,0.091447328056936,0.2142857142857143,0.14404964129146744,0.17956204379562044,0.10682492581602374,0.0,0.0,0.0,0.0,0.28149195104783964,0.48396793587174347,0.4169611307420495,6
2024-05-26,0.06799665453114238,0.034712950600801075,0.11304374501503159,0.17857142857142855,0.0409844199662598,0.040875912408759124,0.15430267062314543,0.0,0.0,0.0,0.0,0.07907045387462254,0.3627254509018036,0.44346289752650175,9
2024-05-27,0.2245472020353945,0.18905206942590122,0.11080434382477453,0.14285714285714285,0.1365018767256828,0.2744525547445255,0.18397626112759646,0.0,0.0,0.0,0.0,0.2721715142020299,0.6182364729458918,0.43286219081272087,11
2024-05-28,0.10917016910079982,0.1361815754339119,0.1293024111908706,0.10714285714285714,0.0915772084362176,0.2481751824817518,0.26706231454005935,0.0,0.0,0.0,0.0,0.1356061122085235,0.439879759519038,0.46466431095406363,16
2024-05-29,0.1447386176747586,0.08664886515353806,0.03905147555064728,0.07142857142857142,0.15599297176447238,0.21021897810218976,0.11572700296735905,0.0,0.0,0.0,0.0,0.24192834275594308,0.43186372745490975,0.3250883392226148,41
2024-05-30,0.6969556936225243,0.27446595460614154,0.0,0.03571428571428571,1.0,0.9999999999999999,0.017804154302670627,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.3568904593639576,96
2024-05-31,0.2722417452664427,0.09197263017356476,0.11908706055586232,0.0,0.827376261609139,0.6700729927007298,1.0,0.0,0.0,0.0,0.0,0.01143200962695548,0.2314629258517034,1.0,100
