date,id,views,likes,comments
2024-05-20T17:25:00Z,vsv4eDd85RM,491091,15356,113
2024-05-20T19:19:27Z,rKge1XyXMO4,475833,6232,208
2024-05-19T00:30:08Z,GatNwF39izE,258286,15695,23
2024-05-19T01:52:48Z,eMU40KaL8rw,136623,3268,71
2024-05-19T02:57:38Z,010J3d0CsOU,119177,0,23
2024-05-18T04:00:25Z,lCFd8CGR5ok,253503,24519,2248
2024-05-18T10:05:53Z,dSzdkmpI5KM,152240,3417,618
2024-05-18T08:13:59Z,FfnGzG8gb9c,116643,752,91
2024-05-17T05:00:30Z,fysrw-DVqk8,438590,39891,3916
2024-05-16T22:08:06Z,MOQTv1s5q7U,190741,2038,158
2024-05-17T15:53:32Z,mCj1H6lU7XA,150741,450,20
2024-05-16T12:00:04Z,39fUAjlA3II,194142,4581,0
2024-05-16T10:31:52Z,acNSLRkZ6N0,270844,2,0
2024-05-15T22:40:52Z,zZMxxQP9Ha0,129407,5535,279
2024-05-15T19:21:03Z,eHZ6MHuw8jk,1302348,90264,1119
2024-05-15T07:27:10Z,ZgyKT_YVDSQ,498150,25615,21
2024-05-15T04:00:33Z,jHSqsQm4iX0,276265,28738,2450
2024-05-14T15:06:55Z,Fj-g-cmSzbo,2898502,157290,556
2024-05-14T14:00:07Z,YuNlsW0hBSQ,804472,39930,0
2024-05-14T08:00:34Z,rMwC4rpSqUo,477390,46080,3717
2024-05-13T04:00:32Z,jcOj9dLCoBs,1363980,98321,11186
2024-05-13T19:25:22Z,oHLRuQFzvoQ,984338,51647,1524
2024-05-13T17:00:06Z,AwECi6u_b98,858346,38798,185
2024-05-12T12:25:21Z,TeH4NuZZXjc,466863,38286,1169
2024-05-12T15:00:39Z,ke-2tOkrU3k,410935,4625,138
2024-05-12T11:17:36Z,6WGlMg60I9g,326276,35579,384
2024-05-11T00:07:17Z,5Fm1u5RNBgk,700913,11261,0
2024-05-11T17:55:56Z,U415iAfIkNI,603821,3134,894
2024-05-11T04:00:09Z,CCVXR7RBqJI,609120,51439,3813
2024-05-10T12:00:02Z,-vsVcCyJcl4,1346171,67040,669
2024-05-10T04:00:17Z,S0C3HnTuOnU,301564,26017,1770
2024-05-10T19:00:17Z,9RnS8wlRmYM,184829,1464,101
2024-05-09T15:00:08Z,ARaxmlCYAqM,1884384,124446,1847
2024-05-09T04:00:26Z,momLRMmhtIU,428284,36318,2935
2024-05-09T17:23:06Z,QKJOToc6vxo,152419,5015,61
2024-05-07T23:49:02Z,EIcQuCun9_E,414182,11558,669
2024-05-08T16:00:06Z,zbKssNm6x3w,350044,6575,336
2024-05-08T03:30:42Z,cqzOAWGVjQc,65358,0,466
2024-05-07T04:00:18Z,MRZZjjSZBWw,524347,42765,3848
2024-05-07T17:00:09Z,79xNVOuMklI,317408,19735,124
2024-05-07T14:02:27Z,1r6iH8svTAs,161368,4026,11
2024-05-06T11:50:51Z,Rax4JnraKSw,455323,17921,334
2024-05-06T04:00:28Z,tZewiUS5Smw,342356,29338,2462
2024-05-06T13:00:34Z,VOoJQaxpm9Q,80898,3192,101
2024-05-05T15:45:01Z,JFDkDQ__prA,2933182,40809,1736
2024-05-05T08:54:35Z,shvy_Tq_nfc,547599,39222,1673
2024-05-05T04:00:35Z,zCv4N6hDWPc,253261,20938,1531
2024-05-04T17:00:10Z,JOTs5Zs29_c,490638,3669,33
2024-05-04T04:00:36Z,wOFqsZ5uQBA,432655,39500,3081
2024-05-04T17:35:02Z,i2xIeMBkzwA,143925,5816,67
2024-05-03T04:00:06Z,9ukevNalYiw,338530,28584,2243
2024-05-03T17:00:26Z,kJdBkvCuzGM,335594,17990,148
2024-05-03T10:00:26Z,T4jUz7DafIY,244256,7612,49
